Date,Hospital_Type,Daily_Status_Label,Simulated_Month,Agricultural_Season_Phase,Total_Patient_Volume,NEDOCS_Total_Score,ED_Total_Beds,Hospital_Total_Beds,Total_Patients_in_ED,Patients_Waiting_for_Admit_Bed,Longest_Admit_Wait_Time_Minutes,Admitted_Patients_Waiting_in_ED,ED_Respirators_in_Use,Average_Wait_Time_Mins,Bed_Occupancy_Rate_%,Active_Doctors_On_Shift,Active_Nurses_On_Shift,Dominant_Chief_Complaint,High_Acuity_ESI_1_2_%,Average_Patient_Age,Pediatric_Patient_%,Geriatric_Patient_%,Migrant_Laborer_Patient_%,Agricultural_Trauma_Patient_%,Toxicology_Animal_Bite_%,Air_Quality_Index_AQI,Weather_Condition,Avg_Temperature_C
1999-11-24,Small Rural (Delhi Outskirts),Slightly Busy,5,Active Harvest Season,36,74,3,10,8,2,97,1,0,97,85.7,1,7,Pesticide Exposure (Mild),4.0,40.1,26.7,34.7,38.3,15.2,4.1,209,Warm/Humid,10.5
1999-11-25,Big Rural (Delhi Outskirts),Slightly Busy,8,Off-Season / Sowing,190,69,15,100,54,18,232,13,1,116,77.4,14,48,Minor Farm Trauma,14.1,59.6,16.9,31.2,8.1,3.4,8.9,260,Warm/Humid,30.7
1999-11-25,Small Rural (Delhi Outskirts),Slightly Busy,8,Off-Season / Sowing,48,69,3,10,12,8,348,7,0,116,87.3,3,7,Gastroenteritis,4.0,39.8,19.2,35.2,5.3,7.0,11.6,161,Dust Storm,21.1
1999-11-26,Big Rural (Delhi Outskirts),Not Busy,9,Off-Season / Sowing,126,9,15,100,48,0,35,0,3,35,43.8,14,25,Routine Antenatal / Minor Infection / General Checkup,8.8,36.9,26.4,20.3,5.5,5.8,17.6,101,Clear / Pleasant,23.4
1999-11-26,Small Rural (Delhi Outskirts),Not Busy,9,Off-Season / Sowing,10,10,3,10,3,0,46,0,0,23,41.4,1,6,Routine Antenatal / Minor Infection / General Checkup,1.3,58.3,28.1,34.6,7.8,7.6,11.3,59,Clear / Pleasant,26.6
1999-11-27,Big Rural (Delhi Outskirts),Not Busy,7,Off-Season / Sowing,95,4,15,100,35,0,69,0,1,23,48.1,16,49,Routine Antenatal / Minor Infection / General Checkup,8.9,44.0,30.6,33.7,9.0,5.6,17.7,106,Clear / Pleasant,27.6
1999-11-27,Small Rural (Delhi Outskirts),Slightly Busy,3,Off-Season / Sowing,45,83,3,10,22,14,94,9,0,47,93.3,1,8,Minor Farm Trauma,0.6,34.5,31.2,26.6,5.4,8.0,4.3,340,Light Rain,21.7
1999-11-28,Big Rural (Delhi Outskirts),Slightly Busy,7,Off-Season / Sowing,161,64,15,100,42,20,276,18,2,92,91.1,12,43,Minor Farm Trauma,5.4,46.0,33.3,27.7,3.6,5.5,14.1,213,Light Rain,11.5
1999-11-28,Small Rural (Delhi Outskirts),Not Busy,12,Off-Season / Sowing,15,31,3,10,6,2,120,1,0,40,54.6,2,7,Routine Antenatal / Minor Infection / General Checkup,4.4,34.0,29.2,18.1,9.9,7.8,1.0,54,Clear / Pleasant,29.9
1999-11-29,Big Rural (Delhi Outskirts),Not Busy,4,Active Harvest Season,100,29,15,100,45,0,20,0,1,20,53.4,14,38,Routine Antenatal / Minor Infection / General Checkup,9.6,52.2,28.2,34.2,34.1,18.1,1.7,104,Clear / Pleasant,26.6
1999-11-29,Small Rural (Delhi Outskirts),Not Busy,10,Active Harvest Season,33,42,3,10,13,1,28,0,0,28,59.7,2,8,Routine Antenatal / Minor Infection / General Checkup,0.7,47.1,33.6,17.0,27.4,14.3,3.8,126,Clear / Pleasant,26.7
1999-11-30,Big Rural (Delhi Outskirts),Not Busy,11,Active Harvest Season,64,10,15,100,14,2,62,1,3,31,41.2,12,30,Routine Antenatal / Minor Infection / General Checkup,5.1,52.3,29.0,34.7,34.2,23.2,1.5,149,Clear / Pleasant,26.0
1999-11-30,Small Rural (Delhi Outskirts),Not Busy,12,Off-Season / Sowing,10,41,3,10,3,1,30,0,1,10,68.6,3,6,Routine Antenatal / Minor Infection / General Checkup,5.0,33.9,26.1,22.6,5.3,4.9,2.1,99,Clear / Pleasant,20.6
1999-12-01,Big Rural (Delhi Outskirts),Slightly Busy,4,Active Harvest Season,174,84,15,100,55,21,87,20,4,87,76.7,10,32,Gastroenteritis,8.3,51.7,23.0,27.7,16.5,11.5,3.0,285,Light Rain,15.0
1999-12-01,Small Rural (Delhi Outskirts),Slightly Busy,12,Off-Season / Sowing,55,86,3,10,11,5,210,4,0,70,92.8,3,4,Gastroenteritis,4.5,47.7,17.5,31.5,8.6,4.8,2.0,311,Warm/Humid,25.3
1999-12-02,Big Rural (Delhi Outskirts),Not Busy,7,Off-Season / Sowing,102,6,15,100,36,2,75,1,1,25,33.6,16,50,Routine Antenatal / Minor Infection / General Checkup,7.9,30.0,21.4,20.8,2.9,5.9,15.2,136,Clear / Pleasant,25.7
1999-12-02,Small Rural (Delhi Outskirts),Not Busy,10,Active Harvest Season,25,43,3,10,7,0,27,0,1,27,48.8,2,3,Routine Antenatal / Minor Infection / General Checkup,0.7,56.2,15.3,31.0,23.1,18.0,1.9,50,Clear / Pleasant,21.3
1999-12-03,Big Rural (Delhi Outskirts),Slightly Busy,1,Off-Season / Sowing,228,76,15,100,103,35,97,23,2,97,72.2,11,25,Gastroenteritis,10.3,41.6,27.0,39.7,2.6,2.3,2.3,312,Dry Cold,26.6
1999-12-03,Small Rural (Delhi Outskirts),Not Busy,12,Off-Season / Sowing,30,3,3,10,8,2,64,1,0,32,59.7,3,6,Routine Antenatal / Minor Infection / General Checkup,4.5,37.9,22.6,35.2,6.7,7.8,1.5,93,Clear / Pleasant,29.1
1999-12-04,Big Rural (Delhi Outskirts),Slightly Busy,4,Active Harvest Season,164,66,15,100,44,21,224,12,2,112,80.7,11,44,Viral Fever,6.2,30.3,18.4,34.8,37.0,18.6,1.5,294,Warm/Humid,28.5
1999-12-04,Small Rural (Delhi Outskirts),Extremely Busy,11,Active Harvest Season,62,188,3,10,17,9,640,6,1,320,98.5,1,4,Severe COPD / Asthma (Stubble Smoke),2.4,40.1,30.4,19.4,36.6,24.2,4.6,583,Heavy Smog / Post-Harvest Burning,26.1
1999-12-05,Big Rural (Delhi Outskirts),Not Busy,5,Active Harvest Season,100,25,15,100,48,0,22,0,2,22,40.9,15,50,Routine Antenatal / Minor Infection / General Checkup,13.7,52.4,26.5,27.9,35.1,13.7,3.7,79,Clear / Pleasant,25.4
1999-12-05,Small Rural (Delhi Outskirts),Not Busy,3,Off-Season / Sowing,16,33,3,10,7,2,8,1,1,8,66.3,3,4,Routine Antenatal / Minor Infection / General Checkup,1.7,40.8,27.9,39.3,7.9,7.9,3.1,85,Clear / Pleasant,29.5
1999-12-06,Big Rural (Delhi Outskirts),Slightly Busy,10,Active Harvest Season,219,78,15,100,73,41,126,27,4,63,80.3,19,35,Gastroenteritis,13.3,49.0,26.4,31.8,23.9,11.3,2.4,238,Dry Cold,16.4
1999-12-06,Small Rural (Delhi Outskirts),Not Busy,9,Off-Season / Sowing,14,23,3,10,3,1,24,0,1,24,34.4,3,6,Routine Antenatal / Minor Infection / General Checkup,4.0,42.7,18.5,36.5,4.9,7.1,13.9,92,Clear / Pleasant,28.6
1999-12-07,Big Rural (Delhi Outskirts),Not Busy,2,Off-Season / Sowing,75,42,15,100,18,0,38,0,1,38,37.8,19,27,Routine Antenatal / Minor Infection / General Checkup,9.1,59.8,25.6,16.2,5.2,3.3,1.5,122,Clear / Pleasant,29.4
1999-12-07,Small Rural (Delhi Outskirts),Not Busy,1,Off-Season / Sowing,20,44,3,10,5,0,120,0,1,40,33.9,3,3,Routine Antenatal / Minor Infection / General Checkup,4.4,35.4,29.6,32.9,6.3,6.3,1.1,78,Clear / Pleasant,22.0
1999-12-08,Big Rural (Delhi Outskirts),Slightly Busy,2,Off-Season / Sowing,218,93,15,100,100,34,267,23,4,89,83.0,17,37,Minor Farm Trauma,6.3,55.2,16.9,27.2,5.7,5.7,2.7,349,Dry Cold,22.4
1999-12-08,Small Rural (Delhi Outskirts),Slightly Busy,4,Active Harvest Season,55,80,3,10,12,4,85,2,1,85,83.6,3,7,Gastroenteritis,4.4,51.4,28.2,30.2,38.4,16.3,3.8,293,Dry Cold,29.9
1999-12-09,Big Rural (Delhi Outskirts),Extremely Busy,11,Active Harvest Season,363,148,15,100,93,37,1320,33,3,440,95.0,9,19,Severe COPD / Asthma (Stubble Smoke),12.8,44.3,27.6,27.0,23.2,24.5,4.1,488,Heavy Smog / Post-Harvest Burning,27.9
1999-12-09,Small Rural (Delhi Outskirts),Not Busy,5,Active Harvest Season,25,45,3,10,9,2,22,1,1,22,58.6,3,7,Routine Antenatal / Minor Infection / General Checkup,4.4,50.8,15.2,32.1,25.1,12.3,1.7,115,Clear / Pleasant,22.5
1999-12-10,Big Rural (Delhi Outskirts),Not Busy,9,Off-Season / Sowing,97,41,15,100,26,2,29,1,3,29,51.0,12,42,Routine Antenatal / Minor Infection / General Checkup,12.9,32.1,28.6,21.1,5.7,3.6,10.7,83,Clear / Pleasant,22.1
1999-12-10,Small Rural (Delhi Outskirts),Not Busy,1,Off-Season / Sowing,10,36,3,10,4,2,32,1,0,32,36.3,2,5,Routine Antenatal / Minor Infection / General Checkup,0.7,49.4,21.7,19.9,9.7,7.9,1.6,55,Clear / Pleasant,30.5
1999-12-11,Big Rural (Delhi Outskirts),Not Busy,2,Off-Season / Sowing,94,49,15,100,38,1,63,0,2,21,38.3,17,45,Routine Antenatal / Minor Infection / General Checkup,7.8,46.8,24.0,26.1,9.8,3.9,2.9,68,Clear / Pleasant,21.4
1999-12-11,Small Rural (Delhi Outskirts),Not Busy,1,Off-Season / Sowing,19,11,3,10,7,0,30,0,1,10,50.1,2,3,Routine Antenatal / Minor Infection / General Checkup,0.4,32.4,25.1,34.4,10.0,5.4,3.5,54,Clear / Pleasant,21.9
1999-12-12,Big Rural (Delhi Outskirts),Slightly Busy,2,Off-Season / Sowing,167,76,15,100,34,13,177,12,3,59,73.0,18,39,Gastroenteritis,3.6,59.9,25.2,36.6,7.0,7.3,1.6,186,Light Rain,22.2
1999-12-12,Small Rural (Delhi Outskirts),Not Busy,10,Active Harvest Season,34,42,3,10,9,1,28,0,0,28,43.5,2,6,Routine Antenatal / Minor Infection / General Checkup,4.3,30.7,33.7,16.6,29.6,22.8,1.5,139,Clear / Pleasant,29.9
1999-12-13,Big Rural (Delhi Outskirts),Not Busy,1,Off-Season / Sowing,108,26,15,100,30,1,56,0,2,28,62.6,16,27,Routine Antenatal / Minor Infection / General Checkup,6.2,38.4,17.9,22.1,5.2,3.4,3.0,105,Clear / Pleasant,21.7
1999-12-13,Small Rural (Delhi Outskirts),Not Busy,12,Off-Season / Sowing,26,18,3,10,5,1,21,0,0,7,65.7,3,5,Routine Antenatal / Minor Infection / General Checkup,3.2,40.3,29.0,27.8,7.8,7.3,4.3,98,Clear / Pleasant,23.0
1999-12-14,Big Rural (Delhi Outskirts),Slightly Busy,2,Off-Season / Sowing,227,92,15,100,55,19,67,15,2,67,72.1,17,37,Gastroenteritis,13.1,43.0,23.9,27.8,7.3,7.0,1.5,205,Dry Cold,14.9
1999-12-14,Small Rural (Delhi Outskirts),Not Busy,9,Off-Season / Sowing,22,49,3,10,5,1,23,0,1,23,59.2,1,7,Routine Antenatal / Minor Infection / General Checkup,3.6,41.2,25.0,15.6,4.8,6.3,19.2,113,Clear / Pleasant,29.8
1999-12-15,Big Rural (Delhi Outskirts),Not Busy,5,Active Harvest Season,53,9,15,100,20,0,48,0,1,16,58.7,13,41,Routine Antenatal / Minor Infection / General Checkup,2.1,42.2,33.6,39.9,35.9,18.6,1.0,61,Clear / Pleasant,30.4
1999-12-15,Small Rural (Delhi Outskirts),Extremely Busy,5,Active Harvest Season,90,192,3,10,30,21,1293,14,0,431,97.1,3,5,Severe Heatstroke / Thresher Accidents,1.8,50.9,19.1,33.9,27.5,17.4,2.6,239,Extreme Heatwave (Harvesting),42.2
1999-12-16,Big Rural (Delhi Outskirts),Extremely Busy,7,Off-Season / Sowing,371,104,15,100,156,122,1431,89,4,477,98.5,8,22,Snakebite / Waterborne (Cholera/Typhoid),3.0,51.1,34.5,37.4,9.7,2.5,17.9,50,Heavy Monsoon / Flooded Fields,34.8
1999-12-16,Small Rural (Delhi Outskirts),Not Busy,1,Off-Season / Sowing,27,6,3,10,11,2,22,1,0,11,67.9,3,3,Routine Antenatal / Minor Infection / General Checkup,0.7,50.6,20.7,19.2,7.8,7.9,4.0,118,Clear / Pleasant,29.4
1999-12-17,Big Rural (Delhi Outskirts),Slightly Busy,11,Active Harvest Season,168,77,15,100,54,28,73,26,1,73,76.4,19,35,Gastroenteritis,13.5,37.5,21.4,36.9,37.0,18.5,2.4,170,Dust Storm,23.5
1999-12-17,Small Rural (Delhi Outskirts),Not Busy,5,Active Harvest Season,19,14,3,10,8,2,68,1,0,34,51.9,3,6,Routine Antenatal / Minor Infection / General Checkup,0.6,31.5,28.4,27.3,36.5,13.9,1.1,64,Clear / Pleasant,22.1
1999-12-18,Big Rural (Delhi Outskirts),Slightly Busy,6,Off-Season / Sowing,242,59,15,100,119,45,111,37,2,111,82.5,19,31,Gastroenteritis,5.9,47.3,33.0,31.6,7.5,5.9,4.5,279,Dust Storm,27.2
1999-12-18,Small Rural (Delhi Outskirts),Not Busy,9,Off-Season / Sowing,10,12,3,10,2,1,60,0,1,20,49.3,1,3,Routine Antenatal / Minor Infection / General Checkup,1.3,34.0,23.0,16.9,4.0,5.7,9.8,69,Clear / Pleasant,28.4
1999-12-19,Big Rural (Delhi Outskirts),Extremely Busy,11,Active Harvest Season,366,178,15,100,108,45,975,31,3,325,96.3,10,15,Severe COPD / Asthma (Stubble Smoke),2.6,38.9,33.0,15.0,19.6,17.0,1.0,932,Heavy Smog / Post-Harvest Burning,22.9
1999-12-19,Small Rural (Delhi Outskirts),Slightly Busy,12,Off-Season / Sowing,43,65,3,10,10,5,80,3,0,80,89.2,1,5,Viral Fever,3.7,37.1,23.1,21.9,6.5,7.9,2.0,260,Dry Cold,40.9
1999-12-20,Big Rural (Delhi Outskirts),Slightly Busy,10,Active Harvest Season,228,99,15,100,108,61,174,53,3,87,73.5,16,41,Viral Fever,12.9,45.2,16.4,29.9,20.0,20.5,1.4,172,Dry Cold,28.9
1999-12-20,Small Rural (Delhi Outskirts),Slightly Busy,5,Active Harvest Season,54,54,3,10,21,11,324,7,0,108,89.5,1,8,Gastroenteritis,3.4,30.9,20.8,36.2,27.4,18.2,2.1,283,Warm/Humid,26.8
1999-12-21,Big Rural (Delhi Outskirts),Not Busy,1,Off-Season / Sowing,128,27,15,100,46,2,27,1,2,9,43.6,11,32,Routine Antenatal / Minor Infection / General Checkup,2.8,47.3,29.6,38.4,3.4,6.9,4.5,142,Clear / Pleasant,20.4
1999-12-21,Small Rural (Delhi Outskirts),Not Busy,8,Off-Season / Sowing,14,13,3,10,4,1,23,0,0,23,34.6,2,5,Routine Antenatal / Minor Infection / General Checkup,0.2,55.8,17.0,32.6,8.9,4.7,18.8,90,Clear / Pleasant,29.3
1999-12-22,Big Rural (Delhi Outskirts),Not Busy,3,Off-Season / Sowing,69,12,15,100,30,1,5,0,1,5,49.1,11,48,Routine Antenatal / Minor Infection / General Checkup,2.9,50.7,32.0,35.7,3.5,4.4,3.3,118,Clear / Pleasant,22.4
1999-12-22,Small Rural (Delhi Outskirts),Not Busy,6,Off-Season / Sowing,29,20,3,10,8,2,24,1,0,24,31.4,3,4,Routine Antenatal / Minor Infection / General Checkup,2.4,54.0,33.4,30.1,9.9,7.7,4.3,67,Clear / Pleasant,27.2
1999-12-23,Big Rural (Delhi Outskirts),Not Busy,8,Off-Season / Sowing,149,19,15,100,47,2,12,1,3,12,63.5,15,28,Routine Antenatal / Minor Infection / General Checkup,9.8,37.3,31.4,28.2,5.0,3.2,10.1,130,Clear / Pleasant,23.6
1999-12-23,Small Rural (Delhi Outskirts),Not Busy,5,Active Harvest Season,12,20,3,10,3,2,18,1,1,6,33.3,3,7,Routine Antenatal / Minor Infection / General Checkup,4.9,44.0,34.6,35.8,16.4,10.5,3.6,140,Clear / Pleasant,27.9
1999-12-24,Big Rural (Delhi Outskirts),Extremely Busy,11,Active Harvest Season,343,156,15,100,161,107,399,64,3,399,98.2,11,27,Severe COPD / Asthma (Stubble Smoke),12.7,36.1,29.1,37.3,33.8,16.8,1.8,586,Heavy Smog / Post-Harvest Burning,27.6
1999-12-24,Small Rural (Delhi Outskirts),Not Busy,7,Off-Season / Sowing,16,16,3,10,4,2,26,1,0,13,67.1,2,4,Routine Antenatal / Minor Infection / General Checkup,3.7,49.7,24.5,21.0,2.1,6.6,13.4,142,Clear / Pleasant,24.2
1999-12-25,Big Rural (Delhi Outskirts),Slightly Busy,8,Off-Season / Sowing,180,62,15,100,75,47,264,31,3,88,81.1,12,44,Viral Fever,12.4,53.0,24.0,19.2,3.0,2.2,16.1,305,Dust Storm,25.7
1999-12-25,Small Rural (Delhi Outskirts),Not Busy,4,Active Harvest Season,32,40,3,10,9,0,120,0,1,40,44.0,1,6,Routine Antenatal / Minor Infection / General Checkup,4.1,42.1,20.7,19.5,39.8,10.6,2.0,54,Clear / Pleasant,25.9
1999-12-26,Big Rural (Delhi Outskirts),Not Busy,6,Off-Season / Sowing,94,40,15,100,36,0,15,0,2,15,37.7,11,43,Routine Antenatal / Minor Infection / General Checkup,4.1,43.6,27.1,24.5,9.3,2.3,4.9,83,Clear / Pleasant,28.2
1999-12-26,Small Rural (Delhi Outskirts),Extremely Busy,8,Off-Season / Sowing,75,136,3,10,31,16,694,11,0,347,98.3,1,2,Snakebite / Waterborne (Cholera/Typhoid),0.7,36.8,32.0,21.6,4.4,5.9,17.0,89,Heavy Monsoon / Flooded Fields,33.8
1999-12-27,Big Rural (Delhi Outskirts),Slightly Busy,3,Off-Season / Sowing,154,51,15,100,59,26,60,21,4,60,87.1,20,50,Viral Fever,6.0,42.6,32.2,23.4,4.8,2.0,4.3,286,Light Rain,24.3
1999-12-27,Small Rural (Delhi Outskirts),Not Busy,8,Off-Season / Sowing,20,30,3,10,7,0,84,0,0,28,39.4,2,8,Routine Antenatal / Minor Infection / General Checkup,2.8,34.7,31.7,20.3,7.1,2.0,10.0,145,Clear / Pleasant,21.9
1999-12-28,Big Rural (Delhi Outskirts),Not Busy,10,Active Harvest Season,144,8,15,100,50,2,34,1,1,34,35.3,19,26,Routine Antenatal / Minor Infection / General Checkup,10.3,37.7,33.8,15.1,23.8,16.7,1.5,85,Clear / Pleasant,21.5
1999-12-28,Small Rural (Delhi Outskirts),Not Busy,5,Active Harvest Season,13,26,3,10,3,2,56,1,0,28,54.5,3,6,Routine Antenatal / Minor Infection / General Checkup,2.8,31.4,18.2,39.6,34.5,11.0,4.9,106,Clear / Pleasant,25.8
1999-12-29,Big Rural (Delhi Outskirts),Not Busy,11,Active Harvest Season,52,33,15,100,22,2,8,1,2,8,30.6,19,46,Routine Antenatal / Minor Infection / General Checkup,13.6,42.2,28.1,16.7,30.5,14.5,3.9,148,Clear / Pleasant,27.1
1999-12-29,Small Rural (Delhi Outskirts),Not Busy,2,Off-Season / Sowing,18,19,3,10,8,2,13,1,0,13,61.5,2,6,Routine Antenatal / Minor Infection / General Checkup,4.0,59.3,23.6,26.5,8.3,6.0,4.6,94,Clear / Pleasant,31.2
1999-12-30,Big Rural (Delhi Outskirts),Slightly Busy,9,Off-Season / Sowing,151,88,15,100,58,31,166,24,2,83,70.5,20,49,Pesticide Exposure (Mild),12.1,40.8,16.3,16.9,6.2,4.0,12.2,241,Dry Cold,15.4
1999-12-30,Small Rural (Delhi Outskirts),Extremely Busy,11,Active Harvest Season,74,127,3,10,32,13,1020,9,0,340,99.5,1,2,Severe COPD / Asthma (Stubble Smoke),4.4,57.1,22.7,38.4,35.2,23.7,1.2,500,Heavy Smog / Post-Harvest Burning,15.6
1999-12-31,Big Rural (Delhi Outskirts),Slightly Busy,8,Off-Season / Sowing,197,91,15,100,96,30,117,19,2,117,71.3,10,25,Gastroenteritis,11.6,57.0,32.5,37.8,3.8,2.2,11.2,349,Dry Cold,37.9
1999-12-31,Small Rural (Delhi Outskirts),Slightly Busy,12,Off-Season / Sowing,36,75,3,10,13,5,118,3,0,118,72.1,2,6,Gastroenteritis,4.4,58.3,18.1,19.9,5.4,4.9,4.0,202,Light Rain,10.0
2000-01-01,Big Rural (Delhi Outskirts),Slightly Busy,4,Active Harvest Season,161,76,15,100,42,15,321,11,3,107,89.5,10,26,Viral Fever,5.7,45.3,18.8,36.0,25.5,11.4,2.4,290,Dry Cold,23.4
2000-01-01,Small Rural (Delhi Outskirts),Slightly Busy,11,Active Harvest Season,37,84,3,10,11,5,216,4,1,108,84.6,2,5,Pesticide Exposure (Mild),4.4,40.8,19.1,34.8,23.1,14.8,4.9,292,Dry Cold,28.4
2000-01-02,Big Rural (Delhi Outskirts),Not Busy,11,Active Harvest Season,58,38,15,100,25,0,27,0,1,27,60.1,16,26,Routine Antenatal / Minor Infection / General Checkup,12.0,49.0,26.1,23.4,16.1,20.9,1.3,109,Clear / Pleasant,28.5
2000-01-02,Small Rural (Delhi Outskirts),Slightly Busy,1,Off-Season / Sowing,35,91,3,10,13,7,87,5,0,87,77.8,1,5,Pesticide Exposure (Mild),3.6,38.4,15.4,34.3,7.8,4.0,4.9,268,Light Rain,32.1
2000-01-03,Big Rural (Delhi Outskirts),Extremely Busy,4,Active Harvest Season,366,175,15,100,113,71,993,49,6,331,97.1,16,27,Severe Heatstroke / Thresher Accidents,8.5,42.7,26.0,26.0,33.7,10.2,4.1,274,Extreme Heatwave (Harvesting),42.7
2000-01-03,Small Rural (Delhi Outskirts),Not Busy,11,Active Harvest Season,22,43,3,10,5,0,15,0,0,15,36.3,1,5,Routine Antenatal / Minor Infection / General Checkup,3.8,55.0,34.6,30.9,23.2,18.4,4.8,99,Clear / Pleasant,23.0
2000-01-04,Big Rural (Delhi Outskirts),Extremely Busy,10,Active Harvest Season,350,158,15,100,87,35,194,33,3,194,96.6,15,40,Severe COPD / Asthma (Stubble Smoke),9.2,53.7,20.3,28.8,30.2,15.0,1.4,914,Heavy Smog / Post-Harvest Burning,24.0
2000-01-04,Small Rural (Delhi Outskirts),Not Busy,9,Off-Season / Sowing,20,19,3,10,5,2,102,1,1,34,58.6,3,3,Routine Antenatal / Minor Infection / General Checkup,1.4,38.7,19.5,37.9,3.1,6.6,19.6,100,Clear / Pleasant,22.9
2000-01-05,Big Rural (Delhi Outskirts),Slightly Busy,7,Off-Season / Sowing,220,79,15,100,94,57,201,50,4,67,91.7,15,34,Viral Fever,2.1,47.0,21.2,35.6,5.3,3.2,12.1,208,Dust Storm,36.9
2000-01-05,Small Rural (Delhi Outskirts),Not Busy,4,Active Harvest Season,14,8,3,10,6,2,40,1,0,20,35.8,1,7,Routine Antenatal / Minor Infection / General Checkup,1.4,36.4,29.5,29.4,35.7,12.0,2.0,146,Clear / Pleasant,20.4
2000-01-06,Big Rural (Delhi Outskirts),Slightly Busy,8,Off-Season / Sowing,174,100,15,100,35,14,261,9,4,87,83.0,17,34,Pesticide Exposure (Mild),10.6,49.8,21.9,25.2,6.4,7.7,12.6,264,Dust Storm,35.3
2000-01-06,Small Rural (Delhi Outskirts),Slightly Busy,9,Off-Season / Sowing,48,71,3,10,17,10,204,9,1,68,80.0,3,6,Minor Farm Trauma,3.8,31.5,26.4,34.8,5.3,6.6,14.6,313,Dust Storm,33.3
2000-01-07,Big Rural (Delhi Outskirts),Slightly Busy,10,Active Harvest Season,206,53,15,100,70,27,103,18,1,103,72.8,12,29,Minor Farm Trauma,5.0,52.4,17.0,22.5,20.8,15.7,3.4,330,Warm/Humid,24.0
2000-01-07,Small Rural (Delhi Outskirts),Not Busy,8,Off-Season / Sowing,27,45,3,10,11,2,27,1,1,9,52.4,2,8,Routine Antenatal / Minor Infection / General Checkup,3.0,49.7,18.7,17.6,7.7,3.0,19.7,124,Clear / Pleasant,22.1
2000-01-08,Big Rural (Delhi Outskirts),Slightly Busy,1,Off-Season / Sowing,243,62,15,100,95,46,297,36,3,99,92.3,17,29,Pesticide Exposure (Mild),10.4,34.6,17.9,28.3,3.0,5.0,2.9,290,Light Rain,23.3
2000-01-08,Small Rural (Delhi Outskirts),Slightly Busy,5,Active Harvest Season,59,57,3,10,16,10,153,6,1,51,89.5,1,8,Minor Farm Trauma,2.3,33.9,20.0,19.9,17.5,13.8,2.2,274,Light Rain,10.3
2000-01-09,Big Rural (Delhi Outskirts),Slightly Busy,8,Off-Season / Sowing,197,98,15,100,54,23,220,20,3,110,86.5,18,44,Minor Farm Trauma,8.9,51.1,17.8,27.5,7.7,7.1,8.6,347,Dry Cold,27.0
2000-01-09,Small Rural (Delhi Outskirts),Extremely Busy,5,Active Harvest Season,98,155,3,10,30,12,561,9,1,187,95.3,1,4,Severe Heatstroke / Thresher Accidents,4.1,58.7,24.0,19.4,35.4,13.9,3.2,213,Extreme Heatwave (Harvesting),41.8
2000-01-10,Big Rural (Delhi Outskirts),Slightly Busy,3,Off-Season / Sowing,211,63,15,100,51,16,220,12,3,110,71.4,15,50,Pesticide Exposure (Mild),9.4,32.0,28.9,29.8,10.0,4.2,3.7,278,Light Rain,35.7
2000-01-10,Small Rural (Delhi Outskirts),Slightly Busy,8,Off-Season / Sowing,54,81,3,10,24,8,165,6,1,55,76.5,3,3,Gastroenteritis,3.7,53.9,23.5,30.0,2.6,5.8,9.3,335,Dry Cold,33.1
2000-01-11,Big Rural (Delhi Outskirts),Extremely Busy,8,Off-Season / Sowing,275,195,15,100,72,28,390,21,6,195,97.1,6,19,Snakebite / Waterborne (Cholera/Typhoid),13.2,48.9,24.1,22.1,8.9,7.9,12.5,106,Heavy Monsoon / Flooded Fields,34.3
2000-01-11,Small Rural (Delhi Outskirts),Not Busy,8,Off-Season / Sowing,33,8,3,10,15,1,22,0,0,11,46.3,3,8,Routine Antenatal / Minor Infection / General Checkup,3.4,59.6,31.8,19.3,8.9,3.4,18.5,105,Clear / Pleasant,28.6
2000-01-12,Big Rural (Delhi Outskirts),Slightly Busy,2,Off-Season / Sowing,167,67,15,100,77,37,234,34,2,117,91.9,15,42,Pesticide Exposure (Mild),13.9,59.8,22.9,26.2,9.1,4.5,3.4,251,Dust Storm,22.6
2000-01-12,Small Rural (Delhi Outskirts),Slightly Busy,2,Off-Season / Sowing,35,63,3,10,9,4,246,3,0,82,70.3,3,5,Viral Fever,1.4,57.2,28.7,34.1,9.6,5.2,1.9,317,Dust Storm,30.2
2000-01-13,Big Rural (Delhi Outskirts),Slightly Busy,4,Active Harvest Season,189,83,15,100,81,34,232,26,4,116,85.5,10,41,Pesticide Exposure (Mild),14.4,30.7,26.6,23.2,15.5,13.9,2.4,295,Light Rain,36.4
2000-01-13,Small Rural (Delhi Outskirts),Not Busy,7,Off-Season / Sowing,17,43,3,10,6,0,32,0,0,16,39.1,1,7,Routine Antenatal / Minor Infection / General Checkup,2.0,35.8,22.3,21.8,7.6,6.2,19.0,107,Clear / Pleasant,27.7
2000-01-14,Big Rural (Delhi Outskirts),Slightly Busy,5,Active Harvest Season,189,89,15,100,81,25,73,17,1,73,74.6,11,47,Pesticide Exposure (Mild),14.7,36.4,15.5,21.2,28.4,13.4,1.6,215,Warm/Humid,37.9
2000-01-14,Small Rural (Delhi Outskirts),Not Busy,12,Off-Season / Sowing,19,28,3,10,5,0,24,0,1,12,31.9,2,7,Routine Antenatal / Minor Infection / General Checkup,3.3,45.5,19.8,35.5,5.1,4.1,1.2,149,Clear / Pleasant,26.6
