ed_pts,ed_beds,admits,hosp_beds,vents,longest_wait,last_wait,nedocs_score,ambient_noise_db,arrival_velocity,equipment_chaos_index,target
40,40,5,350,1,1.08,1.48,137.9,67.7,0.44,2.9,96.0
29,40,2,350,2,0.9,1.28,119.2,61.7,0.44,0.2,129.7
21,40,3,350,1,2.67,0.6,79.2,62.1,0.27,0.5,108.1
36,40,0,350,2,2.74,0.82,122.4,70.8,0.49,1.0,147.0
41,40,1,350,0,1.25,1.01,102.3,59.2,0.29,1.1,74.3
37,40,3,350,2,1.57,1.1,136.2,65.4,0.2,1.2,133.0
21,40,6,350,1,1.86,0.44,66.1,69.6,0.19,1.6,97.8
42,40,6,350,0,0.65,1.03,125.8,67.7,0.32,1.0,86.9
35,40,4,350,0,1.58,0.35,89.4,64.6,1.82,1.9,146.4
25,40,1,350,0,3.3,0.79,78.6,59.7,1.99,0.1,238.8
34,40,2,350,2,1.73,0.32,112.4,76.5,0.43,0.2,124.2
36,40,6,350,2,1.86,1.35,208.6,74.9,1.09,1.8,157.4
35,40,4,350,0,2.23,0.26,117.1,69.7,0.48,0.8,91.4
45,40,5,350,1,2.81,0.26,134.7,75.5,0.5,1.7,121.6
21,40,5,350,0,3.1,1.15,81.4,54.7,0.23,9.6,179.0
27,40,4,350,1,1.43,0.76,108.2,62.0,0.31,1.7,244.0
41,40,4,350,2,0.86,0.86,142.0,68.5,0.48,2.4,115.0
26,40,6,350,2,3.35,0.36,233.4,70.8,0.31,2.8,118.2
23,40,1,350,1,2.18,0.76,99.4,59.3,0.29,0.7,158.0
25,40,4,350,2,1.2,0.64,103.8,70.9,0.24,2.5,95.9
27,40,3,350,0,1.54,0.51,151.2,62.1,0.17,1.9,215.0
22,40,5,350,1,2.89,0.69,83.6,55.6,0.34,1.2,124.6
37,40,6,350,0,0.66,1.22,205.8,74.5,0.11,2.4,113.4
41,40,4,350,1,1.62,1.29,115.3,65.9,0.39,2.1,111.6
26,40,1,350,1,2.12,1.28,103.3,65.8,0.1,2.7,78.2
31,40,1,350,0,0.92,0.93,98.4,64.3,0.32,2.9,127.4
20,40,3,350,1,2.55,0.6,67.3,66.8,0.13,7.7,141.8
33,40,6,350,0,3.47,1.15,112.5,54.4,1.45,0.5,96.7
44,40,0,350,0,2.27,1.03,112.9,60.9,0.1,1.6,107.6
25,40,4,350,0,3.28,1.11,73.2,61.3,0.33,0.3,126.6
27,40,0,350,2,2.32,0.49,100.5,65.4,2.82,0.5,250.0
37,40,2,350,1,3.27,0.42,120.6,72.2,0.26,1.3,99.8
42,40,0,350,0,2.22,0.77,210.9,64.5,0.39,2.9,95.0
34,40,0,350,1,0.57,0.4,91.3,60.1,1.35,1.0,164.2
26,40,6,350,0,0.64,0.69,79.0,63.2,0.28,0.1,120.2
37,40,3,350,2,0.71,0.55,140.4,74.4,0.48,1.2,217.6
27,40,4,350,2,1.67,1.42,115.6,61.2,0.17,0.4,135.0
23,40,6,350,0,3.16,1.14,206.2,56.8,0.25,7.6,121.4
41,40,2,350,1,3.25,1.01,131.0,77.6,0.2,3.0,130.9
22,40,1,350,0,2.6,1.27,91.0,52.8,0.33,2.0,131.2
25,40,2,350,2,2.85,0.36,117.4,69.8,0.49,1.9,127.4
42,40,4,350,0,1.86,1.01,119.2,82.1,0.25,1.4,248.8
29,40,6,350,1,1.58,0.72,113.4,61.3,2.79,0.3,116.1
40,40,4,350,1,2.88,1.22,240.2,71.6,0.16,1.9,116.6
27,40,2,350,0,3.43,1.1,73.2,57.9,0.18,2.8,133.3
41,40,4,350,1,2.06,0.75,107.6,65.3,0.39,2.6,115.7
36,40,3,350,0,1.78,1.45,120.8,67.6,0.43,9.3,161.4
25,40,5,350,0,0.82,1.37,100.8,63.1,0.26,1.0,117.2
23,40,6,350,2,1.23,1.48,122.4,69.8,0.11,0.1,128.3
40,40,1,350,0,2.96,0.99,109.8,67.7,0.34,1.3,96.0
43,40,6,350,1,1.85,1.14,126.3,75.2,2.46,2.4,100.9
32,40,2,350,0,2.37,0.9,86.4,61.2,0.23,0.7,129.4
23,40,0,350,0,3.36,1.39,55.6,54.5,0.16,0.8,106.4
36,40,1,350,1,2.62,0.35,123.5,63.2,2.59,0.9,240.8
34,40,2,350,0,1.32,0.77,101.2,58.6,0.44,1.3,189.4
40,40,0,350,1,1.99,1.35,198.8,66.6,0.18,0.9,129.0
34,40,4,350,0,2.46,0.59,178.2,56.4,0.5,0.1,127.6
33,40,3,350,0,0.51,1.48,123.2,54.8,0.29,2.5,98.7
43,40,1,350,1,3.26,1.32,119.7,71.9,0.44,0.3,124.2
25,40,2,350,2,3.28,1.29,85.6,63.1,0.23,2.2,185.0
34,40,1,350,1,0.6,1.44,116.6,57.7,0.5,1.6,134.5
32,40,6,350,0,2.65,0.27,173.9,67.7,0.26,1.2,47.1
45,40,0,350,0,3.1,0.58,121.4,68.6,0.41,2.4,126.0
20,40,0,350,0,0.55,1.22,39.0,57.7,0.5,2.5,187.0
39,40,0,350,0,1.45,0.48,111.5,67.2,0.18,0.4,105.3
38,40,6,350,2,1.6,1.05,170.8,74.0,0.36,1.1,124.0
28,40,5,350,1,0.84,0.64,101.2,64.3,0.43,1.0,136.0
22,40,4,350,2,2.07,1.04,114.8,64.6,0.46,0.6,121.0
40,40,6,350,0,1.74,1.22,126.0,58.0,0.29,0.3,207.8
22,40,4,350,2,1.44,1.28,112.0,58.6,0.17,0.2,101.8
29,40,0,350,0,0.99,0.96,202.4,63.2,0.23,2.9,118.2
29,40,0,350,0,2.81,0.59,98.6,58.0,0.25,0.6,123.2
37,40,3,350,0,1.31,1.21,104.6,59.5,0.28,1.2,218.4
39,40,5,350,0,1.12,0.78,117.3,62.1,0.43,8.3,179.0
27,40,5,350,2,0.5,0.81,210.0,79.6,0.47,0.9,170.7
44,40,4,350,2,2.06,1.48,143.5,72.9,0.24,7.5,160.2
23,40,1,350,0,1.6,1.41,160.5,66.2,0.45,2.4,229.6
39,40,1,350,0,2.7,1.45,130.4,71.4,0.37,2.9,141.4
32,40,0,350,2,1.83,0.37,214.5,70.1,0.15,2.1,77.4
40,40,3,350,0,0.96,0.56,125.7,66.3,0.43,2.8,130.0
22,40,2,350,0,2.47,1.18,67.8,59.4,0.47,0.7,199.7
38,40,3,350,0,2.2,0.97,113.8,63.1,0.47,2.9,138.6
24,40,2,350,0,3.34,1.46,190.2,55.7,0.27,8.1,170.2
35,40,2,350,2,0.58,0.29,121.4,69.6,0.44,1.3,199.6
42,40,6,350,2,1.75,0.62,137.8,69.1,0.24,1.5,109.6
40,40,0,350,0,1.27,1.13,188.5,64.9,0.44,0.4,111.0
34,40,4,350,1,0.75,1.09,100.7,70.0,0.25,2.1,144.7
30,40,2,350,0,0.99,1.12,103.0,62.3,0.25,0.6,115.2
38,40,6,350,1,2.11,0.47,133.6,63.8,0.22,0.9,86.2
41,40,1,350,1,3.07,1.01,109.3,75.7,0.14,0.7,182.7
31,40,3,350,0,1.03,1.05,79.8,58.3,0.38,2.3,106.4
29,40,2,350,1,3.0,1.27,178.2,64.9,0.28,0.9,118.8
38,40,5,350,0,3.46,1.37,92.7,61.5,0.24,0.0,97.6
36,40,1,350,1,3.27,1.34,111.4,61.7,0.27,2.7,107.7
25,40,0,350,2,2.43,0.77,94.0,58.8,0.41,1.0,192.8
33,40,5,350,0,0.91,1.5,94.2,67.2,0.25,0.2,115.2
45,40,5,350,0,1.32,0.32,183.2,65.5,0.31,1.0,233.8
30,40,3,350,2,0.78,0.36,110.8,63.5,0.19,1.3,154.4
34,40,5,350,1,0.54,0.47,225.6,63.0,0.27,2.0,148.9
35,40,0,350,2,1.73,0.26,147.0,66.1,1.38,2.0,98.3
39,40,3,350,1,3.45,0.46,137.8,69.4,0.39,1.6,157.0
30,40,2,350,0,1.03,1.12,70.6,60.2,0.19,0.0,83.8
42,40,3,350,2,3.43,1.4,145.5,71.3,0.44,2.9,139.0
22,40,4,350,1,1.36,0.67,81.0,67.1,0.16,2.2,200.1
43,40,5,350,1,0.82,1.37,122.2,68.6,0.3,2.7,231.8
37,40,4,350,1,1.39,1.0,190.0,72.1,1.73,1.9,91.9
31,40,6,350,2,1.58,0.66,217.8,68.2,0.17,1.4,118.4
25,40,4,350,0,2.78,0.81,59.3,60.9,0.43,8.8,169.4
24,40,4,350,2,1.43,1.23,110.9,71.2,0.43,1.1,110.5
33,40,2,350,1,2.29,0.26,132.1,69.7,0.39,0.2,97.4
40,40,0,350,1,3.44,0.77,100.2,75.9,0.32,0.4,168.2
41,40,4,350,0,1.42,0.91,90.9,65.9,0.37,1.5,101.2
44,40,4,350,2,3.35,0.67,162.0,69.4,0.24,1.1,146.8
30,40,6,350,0,3.41,0.41,90.4,66.2,0.2,1.2,129.5
44,40,0,350,0,1.13,1.01,139.3,73.7,0.26,1.7,115.4
37,40,3,350,0,1.66,0.5,122.3,70.1,0.49,1.4,111.0
31,40,1,350,1,2.74,0.79,105.5,64.0,0.21,2.5,250.0
25,40,0,350,2,0.73,0.36,98.8,62.9,0.21,0.2,114.0
41,40,6,350,1,0.69,1.42,241.9,60.0,0.49,1.0,167.2
36,40,0,350,2,0.54,0.41,110.2,77.0,0.38,0.9,129.8
45,40,0,350,1,2.39,1.5,156.4,60.0,0.16,2.0,173.2
32,40,5,350,1,1.78,1.08,121.0,61.7,0.25,2.4,199.6
44,40,3,350,2,0.96,1.36,163.8,76.7,1.77,1.4,134.2
31,40,2,350,0,0.91,1.45,187.4,57.7,0.45,1.4,210.8
37,40,1,350,0,1.85,1.08,102.8,60.1,0.15,2.4,128.0
42,40,1,350,1,1.22,1.22,199.1,62.6,0.43,2.0,134.4
35,40,6,350,0,3.16,1.15,117.4,63.9,0.5,2.5,128.0
38,40,3,350,1,1.94,0.82,121.0,65.8,0.48,0.2,98.9
44,40,6,350,0,3.22,0.98,111.8,66.0,0.27,1.5,101.6
20,40,1,350,1,1.26,1.15,91.0,60.2,0.42,1.6,99.3
27,40,0,350,0,2.13,1.42,92.3,62.4,0.13,1.3,211.7
26,40,0,350,1,0.95,1.31,87.4,59.1,0.3,1.9,139.6
34,40,6,350,0,0.99,1.19,205.2,71.6,0.12,0.1,103.7
35,40,6,350,1,2.61,1.09,128.4,63.0,0.12,2.3,130.2
28,40,0,350,1,1.4,1.38,101.6,67.9,0.23,0.2,203.3
41,40,4,350,2,0.62,0.61,120.3,83.8,0.18,2.6,103.0
28,40,5,350,1,1.65,1.49,199.2,62.9,0.25,9.7,185.5
20,40,2,350,2,0.53,0.75,91.2,62.4,0.22,2.6,135.3
41,40,6,350,1,3.07,1.2,147.8,63.9,0.28,2.0,183.2
41,40,2,350,2,3.45,0.94,122.9,74.8,0.19,1.8,97.9
26,40,6,350,0,1.15,1.45,172.0,55.2,0.12,1.0,79.2
37,40,0,350,0,3.21,1.28,88.8,67.1,0.38,1.1,131.4
21,40,2,350,1,0.59,0.8,73.9,58.9,0.25,1.1,120.0
37,40,2,350,1,1.8,0.67,121.8,59.7,0.48,1.2,135.5
26,40,4,350,1,2.89,1.28,112.4,71.1,0.44,0.1,122.7
29,40,2,350,2,1.06,1.43,124.1,64.4,2.53,0.1,250.0
39,40,6,350,1,2.84,0.9,115.8,63.1,0.35,1.9,126.0
44,40,5,350,2,1.86,1.48,226.0,71.3,0.24,2.4,95.9
34,40,5,350,1,1.11,0.6,114.1,62.0,0.17,2.1,76.2
28,40,1,350,0,2.54,0.83,83.9,55.3,0.18,0.5,137.5
29,40,2,350,0,1.15,0.71,66.3,60.9,0.11,1.3,138.4
36,40,5,350,1,3.19,0.79,133.1,73.4,0.25,2.4,117.6
44,40,4,350,2,2.29,0.34,132.2,72.3,0.44,1.4,145.1
33,40,2,350,1,3.15,1.34,105.4,63.3,0.17,1.1,80.4
36,40,4,350,2,0.79,0.69,133.6,70.1,0.29,0.7,161.5
25,40,4,350,0,1.52,0.95,74.0,53.3,0.1,1.5,189.0
43,40,2,350,1,0.6,0.8,154.7,65.8,0.49,1.4,138.8
24,40,3,350,1,0.57,0.28,182.3,60.2,0.5,0.4,143.5
43,40,3,350,2,3.43,0.86,126.6,69.9,1.03,0.1,125.6
41,40,5,350,0,0.59,0.68,134.6,68.4,1.04,1.4,152.3
34,40,4,350,1,1.99,0.85,109.8,58.7,0.5,1.5,126.4
36,40,6,350,2,2.26,1.17,131.8,72.9,0.26,2.0,124.8
29,40,4,350,1,1.61,1.19,113.6,53.7,0.42,1.9,117.2
27,40,3,350,2,0.83,1.08,113.9,73.8,0.42,1.1,210.6
43,40,5,350,1,2.52,0.94,104.2,73.4,0.22,1.2,68.5
33,40,0,350,2,1.28,0.67,200.4,77.6,0.11,0.9,140.9
22,40,2,350,1,1.87,1.1,61.0,67.3,0.4,1.6,113.2
40,40,2,350,0,1.28,1.22,136.1,67.0,0.32,0.7,127.2
38,40,4,350,0,2.3,0.83,101.6,64.7,0.36,8.4,131.0
36,40,2,350,1,3.23,1.06,119.9,73.0,0.23,1.0,117.0
34,40,0,350,1,1.03,1.35,96.2,72.2,0.49,1.1,113.1
20,40,5,350,1,1.85,1.34,110.0,66.0,0.19,1.2,123.2
33,40,6,350,1,2.76,1.16,101.9,68.5,0.35,0.5,79.9
39,40,2,350,0,3.3,0.7,116.1,67.3,0.13,0.1,218.7
29,40,6,350,0,1.32,1.32,72.9,54.6,0.41,2.2,99.3
40,40,3,350,0,1.96,0.58,216.4,62.4,0.26,1.9,105.6
35,40,2,350,0,3.42,0.7,85.4,55.2,0.49,0.6,159.4
27,40,5,350,1,1.36,0.84,95.0,67.0,0.45,0.1,204.5
45,40,2,350,2,1.35,0.26,150.0,75.0,0.19,9.9,156.5
30,40,5,350,1,0.99,0.58,197.4,67.8,0.37,0.2,134.0
38,40,5,350,1,0.99,1.14,119.0,66.4,2.31,1.8,165.6
35,40,1,350,1,1.08,0.62,127.8,62.8,0.21,0.5,159.0
32,40,4,350,1,2.63,1.27,124.7,61.7,1.78,0.3,124.6
45,40,5,350,2,2.14,0.27,154.1,77.3,0.34,0.7,203.1
35,40,1,350,0,3.36,1.45,96.9,56.0,0.19,2.2,76.0
39,40,4,350,1,0.9,1.35,195.6,65.8,0.26,0.3,97.4
24,40,0,350,0,1.0,1.22,65.4,60.2,0.22,0.4,96.9
29,40,0,350,0,0.98,0.54,92.4,68.0,0.27,0.6,93.9
21,40,4,350,1,3.26,0.65,92.2,61.4,1.29,1.2,141.8
22,40,6,350,0,1.0,0.67,87.8,56.9,0.42,3.0,239.2
34,40,1,350,1,2.83,0.52,118.3,62.1,0.47,0.5,72.8
32,40,2,350,0,2.09,0.34,222.4,64.8,1.25,1.5,164.0
25,40,1,350,0,0.74,0.6,64.0,59.5,1.05,1.7,136.4
45,40,5,350,1,0.74,1.18,140.0,63.6,0.42,1.8,139.4
45,40,0,350,1,0.61,0.84,114.7,66.4,0.23,1.7,201.8
38,40,0,350,2,2.04,0.43,126.8,68.4,2.72,1.3,144.0
24,40,4,350,2,2.13,1.25,192.4,62.9,0.44,2.6,75.7
20,40,3,350,2,0.88,1.12,98.6,57.0,0.28,1.0,141.1
25,40,2,350,0,1.69,1.45,60.0,61.3,0.49,1.3,193.2
43,40,1,350,0,1.06,1.48,133.4,63.2,0.42,1.3,152.6
20,40,3,350,2,2.25,0.4,181.3,66.4,0.45,0.5,98.2
39,40,2,350,2,3.08,1.42,141.7,72.2,0.21,0.7,127.5
21,40,2,350,1,0.86,1.16,89.7,58.4,0.28,2.8,99.8
39,40,2,350,1,1.73,0.35,121.9,69.5,0.19,7.5,228.1
27,40,4,350,0,2.99,0.45,85.8,64.8,0.28,1.5,106.0
36,40,5,350,1,1.09,1.17,199.0,68.5,0.12,0.6,88.3
34,40,4,350,1,3.17,1.33,96.5,70.9,0.47,1.2,130.8
32,40,6,350,0,3.18,0.27,84.4,63.3,0.18,3.0,80.8
43,40,1,350,0,0.93,1.32,119.5,67.6,0.31,2.7,132.4
21,40,1,350,1,3.07,1.06,67.6,66.6,0.26,2.2,90.5
29,40,0,350,2,2.51,0.5,118.3,68.6,0.26,2.5,111.0
20,40,2,350,0,1.37,1.49,78.9,57.4,0.33,1.4,73.8
23,40,0,350,0,1.2,0.32,98.3,54.3,0.21,2.0,109.4
23,40,1,350,1,1.37,0.35,63.9,58.0,0.28,0.9,250.0
26,40,3,350,2,1.24,0.44,99.2,67.1,0.2,2.9,132.8
44,40,5,350,1,3.25,0.4,250.0,75.8,1.68,3.0,119.9
42,40,5,350,0,0.95,1.36,119.6,68.7,0.34,8.7,146.5
21,40,2,350,2,3.36,0.42,84.2,65.9,0.44,0.4,122.9
34,40,0,350,1,2.02,0.89,111.0,67.6,0.28,2.4,101.4
39,40,3,350,1,2.72,0.67,114.9,69.0,0.31,1.5,153.1
27,40,4,350,0,3.4,0.81,88.8,59.1,0.49,2.4,120.6
42,40,4,350,1,3.1,1.21,143.2,83.3,0.29,2.5,104.8
26,40,4,350,1,2.0,1.25,104.8,66.4,0.16,9.6,174.6
21,40,2,350,1,3.43,1.04,91.7,60.6,0.5,1.9,121.6
39,40,4,350,2,2.56,0.78,138.6,68.7,0.47,1.5,167.5
33,40,4,350,2,2.32,1.36,107.5,65.3,0.35,1.8,123.8
38,40,2,350,2,0.85,1.33,155.2,75.3,0.42,2.4,125.8
37,40,4,350,1,3.07,1.02,112.2,65.8,0.12,0.3,92.6
25,40,6,350,0,0.69,0.9,111.1,63.4,0.39,0.3,87.3
22,40,2,350,1,1.77,1.21,89.7,63.0,0.14,2.3,146.0
21,40,5,350,1,2.77,0.83,80.4,57.8,0.47,1.9,119.8
37,40,0,350,2,3.33,1.17,135.8,78.1,0.43,2.1,128.5
40,40,3,350,0,0.73,1.27,106.1,64.2,0.3,2.4,115.4
35,40,6,350,1,1.91,1.33,114.7,60.3,0.19,2.1,62.7
41,40,3,350,0,2.16,0.77,102.5,65.8,0.2,1.5,86.4
20,40,4,350,0,2.71,0.45,52.5,49.6,2.06,0.3,155.2
21,40,0,350,1,3.24,0.64,78.1,51.9,0.18,1.1,158.0
30,40,5,350,1,3.13,1.05,123.2,61.2,1.15,2.6,184.2
40,40,3,350,2,1.91,0.52,151.4,78.7,0.31,1.1,100.3
21,40,5,350,0,0.62,0.96,157.8,60.4,0.44,0.1,103.4
26,40,6,350,0,1.66,0.29,91.8,68.4,0.47,1.0,89.4
30,40,6,350,1,0.89,0.7,96.5,55.6,2.0,2.9,185.6
23,40,0,350,1,1.45,1.06,78.9,56.8,0.36,1.5,158.8
45,40,0,350,2,1.91,0.51,145.5,70.1,0.41,0.1,185.3
40,40,3,350,2,3.5,1.01,148.1,68.3,0.4,1.7,121.2
41,40,2,350,1,2.52,0.56,178.8,71.5,0.11,2.7,92.9
33,40,1,350,0,1.42,0.99,109.2,66.7,0.4,0.4,117.4
20,40,0,350,0,2.13,0.36,81.8,56.4,0.14,2.0,94.5
32,40,3,350,2,1.64,1.43,110.0,62.3,0.4,1.1,185.4
29,40,1,350,2,1.43,0.61,85.4,66.2,0.19,1.5,105.8
33,40,5,350,0,1.52,0.63,175.6,62.9,0.43,1.4,132.0
41,40,3,350,0,1.69,0.68,97.7,70.8,0.29,1.7,187.9
45,40,4,350,0,2.89,1.28,120.6,55.9,0.23,0.7,129.8
38,40,3,350,1,3.15,0.87,177.6,57.9,0.39,0.9,121.3
33,40,6,350,0,3.27,0.28,123.9,67.6,0.27,0.5,116.4
31,40,2,350,1,1.37,1.11,112.3,58.9,0.45,1.7,167.3
36,40,2,350,0,3.28,1.03,110.6,61.9,0.39,1.7,115.3
45,40,2,350,2,1.36,1.19,154.6,71.0,0.3,7.3,156.2
35,40,6,350,0,1.58,0.6,103.5,66.0,0.39,1.5,97.3
43,40,0,350,1,2.16,0.46,126.2,70.7,0.11,2.4,162.9
20,40,4,350,1,0.9,0.89,86.2,60.0,0.41,9.8,179.5
23,40,1,350,0,2.2,0.69,152.8,63.8,0.39,1.0,133.4
35,40,6,350,1,1.55,1.39,139.0,60.2,0.22,2.1,194.2
36,40,3,350,1,0.8,1.04,124.1,73.0,0.28,1.8,88.9
42,40,0,350,1,2.18,0.47,183.6,65.0,0.17,2.5,91.3
34,40,1,350,0,1.81,1.42,78.4,73.9,0.43,1.8,79.2
20,40,1,350,2,1.52,1.25,80.0,62.8,0.4,0.6,101.4
24,40,1,350,1,1.62,0.7,66.4,56.1,0.28,0.6,73.2
26,40,4,350,0,2.78,0.38,93.3,66.4,0.11,2.0,100.9
28,40,3,350,0,2.92,0.54,66.9,64.7,0.16,0.0,129.5
30,40,6,350,0,0.59,0.97,92.2,56.0,0.27,0.7,200.2
30,40,6,350,0,3.3,1.5,127.1,64.4,0.26,1.4,123.7
27,40,1,350,2,1.43,1.27,193.7,72.8,0.34,2.7,173.8
39,40,0,350,0,2.61,1.48,114.9,60.7,0.26,0.0,85.6
43,40,4,350,2,1.11,1.25,159.3,65.2,2.34,1.5,250.0
26,40,4,350,0,1.84,1.2,81.7,63.3,0.22,7.7,112.0
42,40,1,350,1,0.61,0.96,210.3,61.7,0.26,1.7,148.0
31,40,2,350,0,1.14,1.29,81.7,69.3,2.73,0.4,182.8
34,40,5,350,1,1.54,1.21,138.1,59.4,0.41,1.7,122.5
43,40,6,350,1,2.12,0.84,140.4,73.8,0.22,2.4,129.2
37,40,5,350,1,2.34,0.4,110.4,67.2,0.31,0.1,250.0
23,40,4,350,2,1.34,0.77,117.5,64.2,0.35,1.3,106.0
36,40,5,350,1,1.79,1.22,250.0,68.3,0.27,0.7,154.6
28,40,3,350,1,0.5,0.57,96.2,75.2,0.11,1.3,84.8
44,40,6,350,2,1.62,1.5,148.1,73.8,0.3,0.2,157.5
23,40,0,350,0,2.46,0.61,78.6,62.6,0.4,1.1,67.4
42,40,2,350,1,1.02,1.05,152.3,64.7,0.3,1.8,110.0
24,40,1,350,0,3.44,0.68,57.6,66.0,0.39,2.4,183.0
32,40,0,350,0,2.23,0.73,99.2,65.4,0.46,2.1,124.4
30,40,5,350,1,2.77,0.27,168.8,66.2,0.34,0.4,101.0
38,40,0,350,1,1.98,0.44,110.1,70.1,0.41,1.9,200.4
34,40,0,350,0,1.74,0.48,94.5,70.6,0.22,2.9,123.2
45,40,1,350,0,0.9,0.26,187.6,59.1,0.39,1.8,159.6
37,40,4,350,0,0.59,0.66,109.8,69.3,0.32,0.1,107.6
42,40,1,350,1,3.0,1.28,147.4,67.3,0.22,0.3,73.0
34,40,3,350,0,1.2,1.38,102.4,64.2,0.17,9.8,128.6
20,40,4,350,2,2.77,1.17,68.7,60.0,0.24,1.0,160.9
39,40,0,350,1,2.81,0.83,91.8,70.5,0.25,1.7,124.1
45,40,4,350,1,2.99,1.43,153.8,65.4,0.32,1.2,250.0
27,40,4,350,2,1.01,1.21,114.4,71.3,0.46,1.1,148.8
43,40,2,350,2,3.03,0.83,243.8,71.2,0.39,1.7,88.4
40,40,6,350,2,2.1,0.94,138.0,77.1,0.12,2.1,117.4
23,40,2,350,1,0.94,0.41,76.6,61.9,0.18,2.1,250.0
28,40,3,350,1,0.8,0.26,108.2,56.7,0.25,1.4,219.6
37,40,3,350,2,0.82,0.99,250.0,72.8,2.69,1.0,156.4
34,40,0,350,2,1.4,1.27,210.9,67.7,0.44,2.3,132.6
28,40,5,350,2,1.13,0.55,112.6,56.7,0.39,1.7,95.9
38,40,2,350,2,2.36,0.68,117.9,73.4,0.36,0.9,112.8
26,40,1,350,1,1.2,1.23,84.1,67.7,0.49,2.2,125.6
30,40,0,350,1,1.54,0.66,104.3,64.9,0.19,0.7,99.1
22,40,2,350,2,2.0,0.38,110.6,71.6,0.48,2.7,115.4
22,40,5,350,2,2.9,0.28,93.8,59.3,0.4,1.5,96.0
36,40,3,350,0,2.71,1.18,98.8,75.4,0.11,1.3,119.0
24,40,5,350,0,1.5,1.04,84.8,59.4,0.42,8.3,133.9
28,40,2,350,2,0.89,1.32,112.8,63.0,2.76,2.5,250.0
37,40,3,350,0,1.55,1.14,98.5,67.3,0.44,9.3,228.8
39,40,3,350,2,1.55,1.12,217.1,72.1,0.23,1.6,117.8
39,40,6,350,0,1.56,0.63,189.6,72.6,0.37,0.2,222.4
23,40,6,350,0,2.75,1.38,108.8,55.2,0.48,0.9,111.4
27,40,5,350,2,1.07,1.31,216.1,62.1,0.23,0.0,102.6
42,40,1,350,0,1.68,0.33,101.0,61.5,0.37,8.7,104.1
40,40,0,350,1,3.46,0.62,99.1,68.1,0.17,2.9,149.2
23,40,4,350,1,3.15,0.27,68.1,58.2,0.31,0.4,89.0
29,40,4,350,2,3.48,0.81,136.5,54.5,0.19,1.1,96.7
30,40,5,350,1,3.02,0.69,82.9,65.7,2.26,1.4,144.4
33,40,1,350,1,2.0,1.01,90.0,67.6,0.37,7.6,137.2
32,40,1,350,1,2.13,1.12,105.6,68.9,0.25,0.3,91.1
38,40,6,350,0,2.58,0.74,105.1,75.6,0.37,1.4,107.0
38,40,2,350,0,3.49,0.71,86.3,60.8,0.39,2.4,63.4
36,40,3,350,1,1.65,0.92,96.6,71.8,0.1,1.7,198.0
24,40,5,350,0,1.31,0.7,49.1,57.4,0.17,1.7,250.0
37,40,2,350,2,1.78,0.55,190.6,76.2,0.35,1.8,129.6
43,40,4,350,2,1.69,0.79,250.0,63.7,0.22,0.7,120.4
40,40,0,350,1,2.88,0.97,118.0,74.5,0.42,1.6,137.5
36,40,6,350,0,0.76,1.26,114.6,65.4,0.49,1.4,106.8
29,40,2,350,2,1.89,1.18,125.6,63.0,1.29,2.7,226.8
24,40,1,350,2,2.83,0.5,94.6,62.4,0.15,2.4,137.6
44,40,0,350,0,0.93,0.7,198.0,66.5,0.38,2.2,115.4
34,40,3,350,2,2.08,1.21,126.9,70.9,1.23,2.9,122.6
39,40,1,350,0,3.07,0.51,102.0,62.2,0.3,0.2,117.9
24,40,4,350,0,2.72,1.07,94.0,60.4,0.18,0.8,236.9
35,40,0,350,1,2.03,0.28,112.7,73.9,1.27,1.6,145.6
38,40,3,350,1,2.65,1.29,231.4,58.2,0.31,1.4,221.8
41,40,4,350,0,1.5,1.3,121.0,70.5,0.24,1.2,107.8
38,40,3,350,0,3.19,0.3,212.3,68.0,0.38,1.5,111.4
35,40,1,350,1,0.73,0.97,100.0,71.9,0.29,0.7,154.7
33,40,2,350,1,2.69,1.48,100.4,65.3,0.15,1.5,86.3
20,40,6,350,0,2.86,0.93,147.9,64.3,0.43,3.0,139.1
31,40,3,350,0,3.37,0.49,78.8,60.2,0.19,2.5,98.0
37,40,1,350,2,2.71,0.96,122.2,67.6,0.41,0.3,132.9
30,40,2,350,1,1.14,0.83,86.4,67.7,0.43,2.0,113.8
39,40,4,350,1,1.73,0.63,125.7,67.7,2.6,9.5,190.4
36,40,3,350,2,0.67,0.7,100.3,69.4,0.29,7.1,114.3
29,40,1,350,1,2.22,0.52,118.1,67.7,0.43,2.0,123.8
24,40,0,350,1,2.35,0.89,85.1,57.3,0.3,2.5,134.8
31,40,4,350,0,3.27,0.79,110.4,65.9,0.24,1.1,87.4
36,40,1,350,1,3.26,0.53,121.6,64.1,2.17,2.0,115.2
24,40,6,350,1,1.21,0.38,80.0,67.4,1.41,0.7,133.2
25,40,5,350,1,2.29,0.4,75.6,59.3,0.28,8.8,164.6
40,40,2,350,0,2.92,0.62,109.6,71.4,1.99,1.0,211.0
34,40,4,350,1,3.43,1.08,129.6,71.5,0.32,2.5,126.4
29,40,6,350,0,2.69,1.21,177.6,53.0,0.39,1.7,130.9
35,40,2,350,2,3.38,0.49,112.8,67.7,0.3,2.9,226.2
45,40,2,350,1,2.53,0.26,119.1,63.3,1.97,0.9,198.2
25,40,6,350,1,1.43,0.3,211.5,55.2,0.28,0.8,118.0
31,40,1,350,0,2.79,0.65,165.5,60.5,0.47,1.1,129.4
